iso2,standardised_legal_form_orbis,national_legal_form_orbis
IE,Other legal forms,Special purpose vehicle - SPV
IE,Partnerships,Limited partnership
IE,Partnerships,General partnership
IE,Non profit organisations,Charity association
IE,Branches,Branch
IE,Sole traders/proprietorships,Sole trader
IE,Other legal forms,Credit union
IE,Non profit organisations,Friendly society
IE,Other legal forms,Investment club
IE,Other legal forms,Investment company with variable capital
IE,Public limited companies,"Public company, quoted"
IE,Public limited companies,Insurance stock company
IL,Public authorities,Government institution
IL,Public limited companies,"Public company, quoted"
IL,Private limited companies,Private limited company
IL,Non profit organisations,Society
IL,Public limited companies,Public limited company
IL,Non profit organisations,Non profit organization
IL,Public limited companies,Insurance stock company
IL,Companies with unknown/unrecorded legal form,NA
IL,Branches,Branch
IL,Partnerships,Partnership
IL,Sole traders/proprietorships,Sole proprietorship
IL,Other legal forms,Government owned company
IL,Non profit organisations,Public institution
IL,Partnerships,Limited partnership
IL,Foreign companies,Foreign company
IL,Public limited companies,Corporation
IL,Other legal forms,Unit trust
IL,Other legal forms,Open-ended investment company
IL,Other legal forms,Fund
IN,Public limited companies,Public limited company
IN,Public limited companies,Limited company
IN,Private limited companies,Private limited company
IN,Public authorities,Public authority
IN,Companies with unknown/unrecorded legal form,NA
IN,Private limited companies,Private limited company by shares
IN,Partnerships,Cooperative company
IN,Non profit organisations,Association
IN,Public limited companies,Public limited company by shares
IN,Branches,Branch of a foreign company
IN,Branches,Branch
IN,Sole traders/proprietorships,Proprietorship company
IN,Partnerships,Limited partnership
IN,Other legal forms,Government company
IN,Non profit organisations,Limited company by guarantee
IN,Public limited companies,Insurance stock company
IN,Non profit organisations,Private limited company by guarantee
IN,Other legal forms,Trust fund
IN,Sole traders/proprietorships,Sole proprietorship
IN,Partnerships,General partnership
IN,Non profit organisations,Public limited company by guarantee
IN,Other legal forms,Private unlimited company
IN,Non profit organisations,Foundation
IN,Private limited companies,One-person private limited company
IN,Partnerships,Partnership
IN,Partnerships,Cooperative bank
IN,Other legal forms,Fund
IN,Other legal forms,Unlisted closed-ended investment company
IN,Other legal forms,Open-ended investment company
IN,Non profit organisations,Educational institution
IN,Other legal forms,Trust
IN,Partnerships,Limited liability partnership
IN,Private limited companies,One-person company
IN,Public authorities,State company
IN,Public authorities,Local government body
IN,Public authorities,National credit & banking institution
IN,Public authorities,Governmental organization
IN,Other legal forms,Investment fund
IN,Other legal forms,Special purpose vehicle
IN,Other legal forms,Company
IN,Other legal forms,Public unlimited company
IQ,Companies with unknown/unrecorded legal form,NA
IQ,Private limited companies,Limited liability company
IQ,Public limited companies,Public limited company
IQ,Other legal forms,Government owned corporation
IQ,Public authorities,Government body
IQ,Foreign companies,Foreign (registered) company's office
IQ,Private limited companies,Private joint stock company
IQ,Other legal forms,Joint venture company
IQ,Public limited companies,Joint stock company
IQ,Other legal forms,Not registered
IQ,Public limited companies,Insurance stock company
IQ,Sole traders/proprietorships,Sole proprietorship
IQ,Other legal forms,Company
IQ,Partnerships,General partnership
IQ,Branches,Branch
IQ,Public authorities,Ministry
IQ,Other legal forms,Non-legal entity
IR,Other legal forms,Government owned corporation
IR,Private limited companies,Private joint stock company
IR,Public limited companies,Joint stock company
IR,Companies with unknown/unrecorded legal form,NA
IR,Public limited companies,Public joint stock company
IR,Private limited companies,Limited liability company
IR,Public limited companies,Public limited company
IR,Public limited companies,Insurance stock company
IR,Partnerships,General partnership
IR,Partnerships,Production & consumption cooperative company
IR,Sole traders/proprietorships,Sole proprietorship
IR,Branches,Branch of a foreign company
IR,Partnerships,Proportional liability partnership
IR,Partnerships,Limited partnership
IR,Other legal forms,Mixed joint stock partnership
IR,Branches,Branch
IR,Other legal forms,Not registered
IR,Other legal forms,State owned company
IS,Private limited companies,Private limited company - EHF
IS,Public limited companies,Public limited company - HF
IS,Companies with unknown/unrecorded legal form,NA
IS,Branches,Branch of a foreign company
IS,Partnerships,Cooperative society
IS,Other legal forms,Central/local limited company - OHF
IS,Partnerships,Partnership limited by guarantee - SLHF
IS,Non profit organisations,Foundation engaging in business operation
IS,Non profit organisations,Mutual company
IS,Branches,Branch
IS,Other legal forms,Fund
IS,Other legal forms,Open-ended investment company
IS,Other legal forms,Mutual fund
IS,Other legal forms,Unit trust
IS,Private limited companies,Private limited company - international trading company
IT,Public limited companies,Joint stock company - SPA
IT,Partnerships,Limited partnership by shares - SAPA
IT,Foreign companies,Foreign company
IT,Companies with unknown/unrecorded legal form,NA
IT,Public limited companies,One-person joint stock company - SPA
IT,Private limited companies,One-person company with limited liability - SRLU
IT,Private limited companies,Limited liability company - SRL
IT,Public limited companies,Insurance stock company
IT,Partnerships,Cooperative company with limited liability by shares - SCARLPA
IT,Partnerships,Cooperative company with limited liability - SCARL
IT,Other legal forms,Limited liability consortium
IT,Other legal forms,Consortium
IT,Non profit organisations,Mutual insurance company
IT,Other legal forms,Consortium by shares
IT,Other legal forms,Consortium with external activity
IT,Partnerships,Limited partnership - SAS
IT,Other legal forms,Consortium of cooperatives
IT,Partnerships,Social cooperative company
IT,Sole traders/proprietorships,Sole proprietorship
IT,Partnerships,General partnership - SNC
IT,Other legal forms,European economic joint venture - GEIE
IT,Private limited companies,"Limited liability company, simplified"
IT,Non profit organisations,Special company
IT,Partnerships,"Cooperative company with limited liability, small - SCARL"
IT,Non profit organisations,Foundation
IT,Non profit organisations,Association
IT,Public limited companies,Public limited company - SA
IT,Other legal forms,Mutual aid association
IT,Public authorities,Public agency
IT,Public limited companies,European company
IT,Partnerships,Partnership - SS
IT,Partnerships,Cooperative company with unlimited liability - SCARI
IT,Other legal forms,European economic interest group
IT,Other legal forms,De facto corporation - SDF
IT,Branches,Branch
IT,Private limited companies,Limited liability company with reduced capital
IT,Other legal forms,Consortium without external activity
IT,Other legal forms,Hereditary association
IT,Other legal forms,Consortium with limited partnership
IT,Other legal forms,Consortium with general partnership
IT,Other legal forms,Mutual fund for investment
IT,Other legal forms,Unlisted closed-ended investment company
IT,Other legal forms,Fund
IT,Other legal forms,Investment fund
IT,Non profit organisations,Moral entity
IT,Non profit organisations,Religious institution
IT,Non profit organisations,Public benefit corporation
IT,Other legal forms,Family company
JM,Companies with unknown/unrecorded legal form,NA
JM,Public limited companies,Public limited company
JM,Public limited companies,Insurance stock company
JM,Sole traders/proprietorships,Sole trader
JM,Partnerships,Partnership
JM,Private limited companies,Private limited company
JM,Non profit organisations,Limited company by guarantee
JM,Foreign companies,Foreign company
JM,Other legal forms,Limited company by shares and by guarantee
JM,Other legal forms,Unlimited company
JM,Branches,Branch
JO,Public authorities,Government body
JO,Public limited companies,Public shareholding company
JO,Companies with unknown/unrecorded legal form,NA
JO,Private limited companies,Private joint stock company
JO,Private limited companies,Limited liability company
JO,Public limited companies,Insurance stock company
JO,Public limited companies,Public limited company
JO,Non profit organisations,Non profit organization
JO,Partnerships,General partnership
JO,Sole traders/proprietorships,Sole proprietorship
JO,Other legal forms,Free zone limited liability company
JO,Other legal forms,Government owned corporation
JO,Other legal forms,Company
JO,Partnerships,Limited partnership
